DomainName	Company	Category	Description	
cdnjs.cloudflare.com	Cloudfare	CDN JSLib	An open source CDN for Javascript and CSS sponsored by CloudFlare that hosts everything from jQuery and Modernizr to Bootstrap. Speed up your site with cdnjs!	
cdnme.se	Blogg.se	Internet Hosting	Blogg.se is Scandinavia&#039;s largest blog platform where millions of blogs are collected.	
cdnplanet.com	CDN Planet	Opinions and Reviews	No CDN is the same. With useful, factual information and handy tools we want to help you select the right CDN.	
cedexis.com	Cedexis	CDN	Founded in 2009, Cedexis optimizes web performance across data centers, content delivery networks (CDNs) and clouds, for companies that want to ensure 100% availability and extend their reach to new global markets.	
certona.net	Certona	Web Personalization	The leader in omnichannel personalization, Certona delivers the most personalized customer experiences tailored to each individual using continuous behavioural profiling and predictive technology, resulting in increased engagement and conversions.	
cetrk.com	Crazy Egg	Analytics	Through Crazy Egg's heat map and scroll map reports you can get an understanding of how your visitors engage with your website so you can boost your conversion rates.	
channeladvisor.com	ChannelAdvisor	Advertising	Retailers and manufacturers send a single product data feed to the ChannelAdvisor system, where it's then optimized and ready to sync across marketplaces such as eBay, Amazon and Newegg; as well as digital marketing channels such as search engines, comparison shopping websites and social media. Orders and performance information then flow back through the ChannelAdvisor system where results are measured and broken down to inform decisions, enabling sellers to be seen and sell more online.	
channelintelligence.com	Google	Search Engine Optimisation	Channel Intelligence optimizes your product visibility and performance on shopping engines.	
chartbeat.com	Chartbeat Inc.	Analytics	Chartbeat provides real-time analytics for publishers and media content creators. Get live real-time data about your website performance.	
chartbeat.net	Chartbeat Inc.	Analytics	Chartbeat provides real-time analytics for publishers and media content creators. Get live real-time data about your website performance.	
chitika.net	Chitika Inc.	Advertising	At Chitika, we only show ads to users when and where they want to see them. It&#039;s one of many things that set us apart from the competition with proprietary targeting and optimization technology that leverages the power of programmatic buying to serve precisely the right ad, at the right time.	
choicestream.com	ChoiceStream	Advertising (Video)	ChoiceStream improves ad relevance and digital advertising campaign performance by programmatically selecting optimum advertising opportunities based on a dynamic understanding of consumers active preferences.	
civiccomputing.com	Civic	Web Design	CIVIC is an industry leader in web development and web design Edinburgh. We provide strategy, design, development, marketing and hosting services.	
clickability.com	Upland Software Inc.	Content Management	Clickability is a leading software-as-a-service (SaaS) Web Content Management platform that empowers digital success by providing services to efficiently manage content globally for all web, mobile, and social initiatives.  	
clickdensity.com	Click Density	Analytics	Clickdensity isn't just another statistics or web analytics tool - instead it allows you to analyse user behaviour, and identify usability and information architecture issues...The Clickdensity heat map shows at a glance the relative popularity of components on your pages.	
clickdesk.com	ClickDesk	Live Support	ClickDesk is the top online chat software because it is a combined live chat and helpdesk software. Small businesses use ClickDesk to boost user engagement through live chat, voice chat, video chat, social media management, real-time analytics and an integrated help desk to manage support tickets and offline chats. Instantly answer questions from your web visitors, analyze user behavior, increase social traffic and drive conversions.	
clickfuse.com	ToneMedia	Advertising	Make money from our highly relevant ads on your site	
clicktale.net	Clicktale	Analytics	Clicktale, a SaaS leader in Digital Customer Experience, helps over 100,000 businesses create revenue-winning customer experience for web and mobile.	
clicktalecdn.sslcs.cdngc.net	Clicktale	Analytics	Clicktale, a SaaS leader in Digital Customer Experience, helps over 100,000 businesses create revenue-winning customer experience for web and mobile.	
clicktracks.com	Lyris Inc.	Email Marketing	Lyris HQ empowers marketers to quickly and easily create content, automate multiple complex campaigns simultaneously, and interact with customers and prospects more effectively using personalized and  targeted messaging.	
